diagnose,image_name,symmetry_x,symmetry_y,diameter,mean_red,mean_green,mean_blue,variance_red,variance_green,variance_blue
0.0,ISIC_0000015,100723,180367,91.29812622070312,37650.331114914115,27001.160233250932,22060.3818850225,361249336836.20435,185795397581.09085,124021573305.04019
0.0,ISIC_0000016,2137060,2604142,82.8635482788086,23840.676931305876,19173.246580576146,19337.235500878734,144920719435.26678,93731410289.64043,95341649907.46307
0.0,ISIC_0000017,21056,78592,87.75686645507812,34105.486731953875,24417.02519349234,20094.233533407045,297140710999.5225,152300033755.25635,103147357714.67926
0.0,ISIC_0000018,318938,105386,96.91500854492188,39384.53435407749,30710.145812753814,26463.6941609044,395133328175.0845,240246040385.44574,178399576769.3692
0.0,ISIC_0000019,1743647,1686471,95.69490814208984,34816.77964559387,23335.849185823754,19739.444444444445,308121876046.0102,138418246054.13687,99041305022.6907
0.0,ISIC_0000020,1637157,2969287,107.68598175048828,38190.805687500004,22862.541125,20116.007625000002,371448163038.0636,133116046870.91908,103054128980.97696
0.0,ISIC_0000021,663609,999839,114.26404571533203,42918.082112177864,30488.30808489136,24823.93926225366,469106109321.42596,236732194918.77655,156939605099.17303
1.0,ISIC_0000022,224569,515119,107.59833526611328,37661.84535412605,27991.401721897335,23595.47932910981,361842160432.67584,199878312740.44666,142028210658.99533
0.0,ISIC_0000023,1925393,2259219,82.64879608154297,37392.031398320556,27065.558305951075,24176.276451259582,356036893663.6388,186539668102.81314,148838873297.81155
0.0,ISIC_0000024,134783,237311,84.90904235839844,45694.65889370933,37398.098001239545,36711.47087077781,536888370171.0464,359626909437.34546,346542689154.41156
0.0,ISIC_0000025,289254,208260,101.68834686279297,49645.02401536984,27300.949652483472,28415.85014409222,629865402467.1257,190481195560.18655,206356427818.08078
1.0,ISIC_0000026,96477,81533,125.19082641601562,40831.108308808434,31050.226849633837,31100.432756142633,424829578194.59454,245675647365.69684,246470848426.06342
0.0,ISIC_0000027,591061,639719,96.6308364868164,38908.248284763264,30174.24448067387,25510.421982202297,385437410086.2581,231816099330.6373,165693872336.16272
0.0,ISIC_0000028,1132145,1111151,97.53214263916016,28140.87979729312,20556.729991965887,18240.660960385638,201429734477.6193,107487248040.1157,84631123085.6005
1.0,ISIC_0000029,169508,412110,121.93553161621094,25217.951748199834,15648.599881226337,13222.517556231905,161578343875.5544,62217998389.19848,44421541015.72507
1.0,ISIC_0000030,2123410,2118812,119.2990951538086,35055.00483555283,24580.86145757378,29651.06597075642,313755489355.4891,154271625543.613,224477234965.9382
1.0,ISIC_0000031,1553824,1040178,102.84033203125,39498.966002408844,27284.804116938576,27640.343096463374,398616617227.3882,190206930474.9708,195196379551.9282
0.0,ISIC_0000032,1712789,2171279,108.46858215332031,41067.23851264071,31131.30743679646,27563.81698652888,429767682407.98254,246966269539.87476,193607365509.6113
0.0,ISIC_0000034,376894,142764,82.29633331298828,28988.210995749425,21530.343739112257,20020.544003902167,214108950616.66385,118112170457.72429,102128067323.87404
1.0,ISIC_0000035,374457,551483,102.59156799316406,31433.22310989057,28373.378271543297,33448.01323180627,251866619948.4727,205217775235.39835,285189535804.93524
1.0,ISIC_0000036,1757436,2101528,102.60066223144531,26914.224339908953,23468.996297420334,27346.458148710168,186332929536.7987,141682177614.29016,192366054125.97623
0.0,ISIC_0000037,1549560,1964436,116.6485824584961,25131.700767664108,20985.628387905374,23027.387696485457,160933114278.13593,112213715401.60889,135111206070.28903
0.0,ISIC_0000038,968828,656908,116.06258392333984,32497.467787937254,24828.019042026677,23694.716844224477,269214311935.6685,157138891843.05783,143120843761.03787
0.0,ISIC_0000039,634836,681100,83.38282012939453,22461.660245305247,18058.92238930081,18101.264569329916,128664297545.47868,83168450113.96347,83558921851.71535
1.0,ISIC_0000040,466657,426067,74.11711120605469,28993.701392524345,28205.152968275575,31423.83750392629,214906971991.3996,203376256780.25574,252442223849.20093
0.0,ISIC_0000041,556879,753289,63.41342544555664,23786.093568171098,22441.93882685957,24660.150180846045,144370068824.20795,128514491684.15485,155175465228.7956
0.0,ISIC_0000042,183022,443126,100.20613861083984,28951.23204600405,22572.24766385676,28401.823237273737,214329525792.81546,130286015215.70464,206272096004.09933
1.0,ISIC_0000043,2233565,2411795,121.13119506835938,34567.169579546586,24767.058091148174,21422.23888944372,305147760938.7507,156650661110.13083,117196319597.2502
0.0,ISIC_0000044,201762,579568,123.2334213256836,39442.93996995609,27284.24679339034,21578.899959556275,395465226653.5055,189231894586.62485,118366744639.81226
0.0,ISIC_0000045,930111,1487193,96.50279998779297,33179.5837359926,22321.77099825229,18020.814228436313,280130890357.7872,126787786288.27759,82636123957.28096
1.0,ISIC_0000046,20212,206944,85.17739868164062,31793.37861711849,29723.052619555285,32943.055513250074,259677542035.2834,226959256629.77228,278797514895.76746
0.0,ISIC_0000047,630832,698132,87.92033386230469,32221.504028648164,23470.34942497073,21214.433441223053,264252903190.04715,140206459413.3017,114549303695.9302
0.0,ISIC_0000048,995261,1723143,81.3173828125,22786.520761245676,17112.970242214535,15355.226643598617,132392494337.19328,74672148769.34619,60120242466.11799
1.0,ISIC_0000049,222351,505049,134.4619903564453,41427.96986799311,30351.859702825077,25300.600599451565,437487203151.8139,234827593103.8109,163170180932.1546
0.0,ISIC_0000050,466019,784483,96.8369369506836,44566.90893159977,34112.13408705483,32873.99033352176,508396603749.57446,297848597418.061,276619453170.8327
0.0,ISIC_0000051,907402,983324,111.53570556640625,40944.17374517374,26943.331508723913,24121.003127901862,426882436666.5105,184853268939.9018,148154771651.66382
0.0,ISIC_0000052,468064,486104,134.26942443847656,51184.47680155423,34025.8771696618,30516.297604744497,665273149401.9727,293996761774.24347,236476333084.76038
0.0,ISIC_0000053,1579419,1653943,124.02873992919922,41819.699571805,29395.774176548086,26713.581488801054,444532140199.99426,219640068905.87512,181387028840.4266
1.0,ISIC_0000054,1649259,1837173,92.7066650390625,38060.6685294487,28404.223282682407,23619.660178324753,369101627512.01544,205569811751.84814,142148192720.7933
0.0,ISIC_0000055,1293516,2129670,127.64212799072266,38724.51021627435,29975.369418887167,26547.78715099375,381367783624.1619,228508021874.95532,179237644773.75967
1.0,ISIC_0000056,1573466,1734400,116.26126098632812,42274.299681032564,32855.43531637119,27505.597099621693,454877919922.52747,274761984736.68597,192568276424.44485
0.0,ISIC_0000057,1976599,2840045,88.70889282226562,43607.43731400229,24409.810988172452,20553.507287294924,484136397849.0954,151696621005.33075,107552277774.53639
0.0,ISIC_0000059,137585,87513,105.6031265258789,37435.15113067091,27072.43330680275,22943.840629242943,357029758708.31256,186724162868.50894,134115401837.43642
0.0,ISIC_0000061,976785,1005811,100.19241333007812,35949.29257620453,25353.437512291053,22077.941002949854,328710830485.1564,163496089056.9206,123979792275.7341
0.0,ISIC_0000062,410852,649912,69.3001708984375,30307.468805132317,21074.41138732959,18061.392301523658,234801641798.6415,113530714302.31476,83388327992.78581
0.0,ISIC_0000063,1723373,2068689,118.48287963867188,34546.60303991432,22174.560036248302,19048.251966882235,303460651690.0589,125026674392.6998,92257800921.32556
0.0,ISIC_0000064,2082959,2530027,106.83783721923828,32284.88008933173,19037.951254080057,16846.59070606425,264922982227.24405,92121911120.97359,72135164600.86366
0.0,ISIC_0000065,808849,331387,108.05795288085938,29612.908098223616,20435.959926854754,17515.729885057473,222837906336.3974,106125027791.76349,77962309543.65823
0.0,ISIC_0000066,575838,635808,120.15104675292969,29415.1357596364,20073.38649689484,16510.613537799672,220051125140.98334,102476425451.30493,69328163355.88283
0.0,ISIC_0000067,1952061,2688739,102.53295135498047,30620.91968036062,22910.155311955743,21082.721903493497,238388261701.0868,133445879625.48746,113006361101.04344
0.0,ISIC_0000068,1786169,1601141,102.51372528076172,36856.203395997574,23525.185526581765,15898.723347483323,345549969109.3156,140785116562.6889,64300890663.766525
0.0,ISIC_0000069,1147298,1050714,82.12889099121094,34749.15413220005,27753.14570843136,24216.916445321393,308140642647.90826,196555589919.51947,149657868170.92264
0.0,ISIC_0000071,516656,365082,71.28301239013672,37567.52893860947,30512.384522928995,29650.3650147929,360324621933.8792,237695649224.956,224454972387.3129
0.0,ISIC_0000072,283024,182426,109.28984832763672,26796.59049122481,21367.718451109668,17494.604048658184,185787954864.67175,118134182441.91594,79189739474.10046
0.0,ISIC_0000073,560343,297897,98.34896850585938,16761.36924439197,18051.049045651318,24766.749606454152,71528584227.51228,82959278753.62267,156170037539.3748
1.0,ISIC_0000074,171939,358095,104.57781982421875,25040.670109133524,23464.10224859005,25464.234527210134,162585136094.29056,142756891144.82568,168132090892.78482
0.0,ISIC_0000075,150997,262287,131.4771728515625,40759.91593927419,27229.550734061977,20823.655478578396,422607232107.20074,188604336652.47067,110302490389.14204
1.0,ISIC_0000077,1175422,1520898,104.43526458740234,42895.530503455084,32077.93134254689,34640.00103652517,470579312862.2054,263161047007.47855,306877292486.4907
1.0,ISIC_0000078,221213,251475,70.23185729980469,37207.31762523191,28499.33840445269,23903.99146567718,353497784808.63837,207395764863.34286,145905653131.78046
0.0,ISIC_0000079,621488,500868,60.40084457397461,37464.85153903904,31317.78490990991,30608.222785285285,363291487172.4944,253857227626.90723,242484605443.77966
0.0,ISIC_0000080,313136,263686,82.80257415771484,31289.91430412371,18685.058777205042,10084.607674684994,249277978133.66714,88892588936.32553,25893920150.11545
0.0,ISIC_0000081,712411,622127,75.89640808105469,50275.708274128316,37753.8773636463,33102.28210733413,647932519828.9352,365373109294.1802,280885573944.2037
0.0,ISIC_0000082,370552,670340,112.7054672241211,36300.292614686165,21952.845219870134,13861.21654436995,335456569870.56866,122687172959.16275,48912749854.63037
0.0,ISIC_0000085,163874,60050,72.54635620117188,38109.85159680639,21978.563273453092,13427.388423153692,371168182307.5839,123451375236.1991,46076796191.05693
0.0,ISIC_0000086,28117,161587,93.79113006591797,40860.89554955378,24216.11190699859,16116.091005166745,424494666127.1493,149096009205.07773,66035506822.113464
0.0,ISIC_0000087,1116070,982780,124.5322265625,45749.89552123849,26952.505911349017,21530.731466861784,532278361619.82056,184738508486.9031,117890029566.58266
0.0,ISIC_0000088,565642,1051380,107.98389434814453,36340.81689526184,19430.11932668329,14229.157917705734,336889929726.92194,96305640775.00647,51648857769.38706
0.0,ISIC_0000089,103993,184581,89.24414825439453,34850.96037946428,18673.394419642857,12857.779464285713,310328017318.87946,89092170215.0785,42240205194.7106
0.0,ISIC_0000091,930288,699078,104.21458435058594,51174.600769623066,37878.25759191432,35978.607306782884,669663371679.9083,366883039015.3779,331006422157.1444
0.0,ISIC_0000092,713465,753663,58.10560607910156,42720.2424026252,27023.2152946212,25047.440291054358,465956701555.8382,186445743479.449,160178839451.36887
0.0,ISIC_0000093,119483,53615,65.82183074951172,36510.840446899325,18297.010670348984,13472.18353000251,340422366856.8842,85494036130.43587,46350305613.63532
0.0,ISIC_0000094,293617,412953,62.098812103271484,48362.55420602789,33205.30004498425,25200.929674613883,601025994706.9275,283328180109.0386,163195555988.88583
0.0,ISIC_0000095,103879,79917,61.09224319458008,33783.72084463386,18252.691786129406,12403.277024409144,292348445542.8058,85337691966.16046,39405941436.560394
0.0,ISIC_0000096,987361,1062123,72.25312805175781,53466.910839765005,29319.727450754523,23852.460546020044,736904091260.496,221595512252.0155,146658727701.17337
0.0,ISIC_0000097,967603,1223295,122.52560424804688,35997.676339606376,22772.263755207583,19778.55734329359,329945689778.3577,132040398397.34464,99605637574.32516
0.0,ISIC_0000098,39584,2238,39.604393005371094,25885.99917321207,14802.746589499793,11927.866473749484,172005208797.39935,56246789015.44479,36520712527.02924
0.0,ISIC_0000099,967599,501999,113.19241333007812,43823.11848776398,29764.287795919998,24627.323006906463,489431622734.77124,225775492454.2765,154568353642.7015
0.0,ISIC_0000100,138921,126747,119.58793640136719,33133.77911466284,24381.908144024423,23154.657897099758,279619764199.8029,151412570981.50992,136553647205.5669
0.0,ISIC_0000101,284242,763614,121.14716339111328,34350.17311863534,27794.753759052972,24627.628359251496,299866064114.14685,196333947594.65268,154139923399.81558
0.0,ISIC_0000102,308945,342055,53.967681884765625,41163.2784728214,27090.371872303713,21060.40207075065,435685322992.767,188704937070.37735,114047853970.56396
0.0,ISIC_0000103,638659,695317,116.32686614990234,40789.52065389942,22608.526733542745,16285.32694970784,423420284599.649,130083049453.0948,67494829035.08463
0.0,ISIC_0000104,234216,454426,86.86896514892578,29058.210950812223,16776.766727252074,13070.150403271613,214670810395.22324,71557195708.98712,43430933812.05531
0.0,ISIC_0000105,149469,446345,65.08657836914062,35544.77342150843,23692.10360573138,15947.27129585892,324349347621.6731,144101803876.1064,65288372879.30124
0.0,ISIC_0000107,265962,439806,105.32103729248047,37718.417789055886,23728.304378944627,14207.221614939162,362792111772.80676,143577199244.06113,51472136195.86911
0.0,ISIC_0000108,1177910,1455980,78.2527847290039,36358.66596952495,19021.335823125184,12107.071033761576,336469754926.8885,92090255961.9585,37308806643.37128
0.0,ISIC_0000109,706004,354708,118.38026428222656,51090.32714183438,30096.601503460344,25702.957680375464,665568790239.6947,230967469571.69034,168454464123.0658
0.0,ISIC_0000110,594078,639814,55.50910568237305,44511.95637743006,30237.099099099098,23563.813813813813,506746296048.1376,233839394335.8448,142013217465.1881
0.0,ISIC_0000111,710762,653842,146.00096130371094,40249.631795436086,25923.279048442455,24126.059393748856,411632294137.683,170752197488.51544,147896972818.96548
0.0,ISIC_0000112,1292050,1510474,75.64402770996094,46390.34742472608,32044.102407039947,23917.98757656803,549454881435.33435,262164074430.3123,146058426233.43747
0.0,ISIC_0000113,284858,426016,83.0452651977539,43042.12066282869,29117.04496654738,31662.6979150459,471655948963.9501,215840410130.28204,255231290026.2932
0.0,ISIC_0000116,828568,576804,101.73979187011719,45933.11053818885,28749.573584702975,20223.903963905897,536760723211.4243,210277172771.77023,104054258505.16603
0.0,ISIC_0000118,24892,134280,57.93540954589844,41985.71582675898,22889.11721139913,17132.85074867171,450393834902.09784,133859166300.78894,74998107770.10455
0.0,ISIC_0000119,361561,778247,91.5670166015625,33293.95713811972,22450.43135466755,19642.359227325487,282183743540.532,128307217670.19179,98217583701.1323
0.0,ISIC_0000120,437815,192289,123.51866149902344,42793.81715040472,28351.7247603888,22681.016967521253,465343994123.0101,204254538749.80508,130718829332.60631
0.0,ISIC_0000121,1405365,1605773,100.5809097290039,44250.161382403916,31330.454123763888,25703.696401264144,497511370929.44946,249405920078.7109,167866741006.7646
0.0,ISIC_0000122,1153565,1212135,109.20187377929688,47430.43465575385,31279.212307225946,23944.62153764541,573200067856.1676,249289433275.3708,146085980104.4938
0.0,ISIC_0000123,1038662,1151892,103.51942443847656,40671.42707967268,22423.875345147848,19787.556102213966,421273962579.0445,128058437491.13776,99717539866.2931
0.0,ISIC_0000124,74109,427123,101.24529266357422,40683.51629179331,20680.67568389058,15750.320303951368,421797216039.77985,108992632527.07043,63218959716.88547
0.0,ISIC_0000125,152329,209775,27.7100772857666,39804.49357798165,22401.404587155965,19096.505504587156,410974600315.0368,130167377461.37045,94593138961.88707
0.0,ISIC_0000126,102300,11076,95.62085723876953,33508.188276670575,20811.449648300117,15561.212368112543,285693752993.63354,110205701023.64978,61615054399.44297
0.0,ISIC_0000127,347014,912330,109.21662902832031,45288.81718971213,33411.95068428504,37364.38278669184,531431744765.34344,289247340615.3055,361727396240.78107
0.0,ISIC_0000128,361419,603953,80.32755279541016,36348.32490337759,21168.363552344144,12161.266593849774,336731146030.52167,114206324319.43301,37694299591.193665
0.0,ISIC_0000129,91991,280343,68.64775085449219,24100.022058823528,12833.147824754902,9145.478094362745,148299465329.93253,42050719264.04774,21356099960.07677
0.0,ISIC_0000130,489170,685104,92.44416809082031,19802.359017453135,15429.031738849386,14137.951583710408,99767110708.50961,60566257322.8697,50854133844.395256
0.0,ISIC_0000131,1244747,1940487,107.22066497802734,42982.80992550935,23367.806225642544,26955.892259878645,471642837972.7906,139399206343.42276,185494709312.65048
0.0,ISIC_0000132,793798,936082,45.169227600097656,48705.1441168366,27746.839074125106,20240.94378616699,607159447489.6073,197051862970.31808,104861349776.37314
0.0,ISIC_0000133,952369,1332043,89.65003967285156,43983.57442333786,26984.82455902307,19583.67435549525,494641936604.7851,186187137987.6928,98061769896.63841
0.0,ISIC_0000134,73734,276662,69.63127136230469,29154.307077237154,21046.364069411364,16460.705512078937,216904474250.5378,113036340628.54858,69145120379.5924
0.0,ISIC_0000135,365010,355846,63.64128494262695,32546.696122506324,23757.938325372295,19309.31104242765,269837471672.12646,143782694531.07132,94977992271.80685
0.0,ISIC_0000136,1157612,567796,126.63253021240234,34024.68188074829,24191.595382594005,22201.75680410436,294258613558.55475,148754756109.93375,125290017131.8334
0.0,ISIC_0000137,2240888,1920322,91.68428802490234,40775.70238026957,22580.446572985373,16736.73358187554,422693806426.75824,129625021960.3769,71214153930.578
0.0,ISIC_0000138,89844,53098,86.53333282470703,26685.83322869251,19982.972374823417,19372.31392246115,182198507126.81323,102165538513.13533,96016814408.45137
1.0,ISIC_0000139,737439,1069571,96.22119903564453,36813.4975,22631.853882978725,23602.050319148937,345216971487.6273,130472466084.84665,141898562743.28857
1.0,ISIC_0000140,13745,215123,106.89490509033203,29834.965547921507,21584.44125352182,22874.32015224161,226610265363.7846,118607016669.73166,133206421967.69247
1.0,ISIC_0000141,162747,9227,84.54890441894531,31437.63238095238,20372.64414078675,16619.927204968943,252093749806.6327,105866326925.26361,70456568074.0623
1.0,ISIC_0000142,851552,1313342,114.54747772216797,35632.57942373819,24395.61851310225,20961.149756926603,323086418442.9846,151442574751.56848,111803266881.86606
1.0,ISIC_0000143,1776384,1528428,91.69023895263672,38745.148442272446,27393.74662322677,19895.99552026064,382836687688.3235,191373731485.09872,100951223095.07083
1.0,ISIC_0000145,510462,809546,123.59823608398438,41636.735384211446,19333.181515841065,11586.091195518991,441383893680.6716,95163752091.98094,34177647519.889145
1.0,ISIC_0000146,549625,729253,113.63865661621094,43549.51155963302,23800.19504587156,26014.060513761466,482416756907.4743,144084983417.15176,172136649539.735
1.0,ISIC_0000147,1975967,1587835,131.09014892578125,46017.442794618255,29541.272653590535,29964.277224833848,542889635483.4395,223730510150.54105,230183596181.96036
1.0,ISIC_0000148,763974,1390634,86.4437255859375,27104.889078207532,18164.06628045664,20300.2616288976,187476204742.39978,84193311543.1941,105161095723.27925
1.0,ISIC_0000149,2987692,3509372,118.45851135253906,48457.30289177841,31764.219253690913,24262.941284030883,597228800727.2482,256624981212.94016,149730478453.64398
1.0,ISIC_0000150,110261,947693,105.74346923828125,41061.095133391966,25220.792045343496,17711.221049545587,429715929127.3364,162120769659.004,79950126531.8007
1.0,ISIC_0000151,163881,266209,65.28715515136719,33426.595804553595,21841.534151957025,14019.900741877718,285536986420.74133,121911699187.71562,50230814274.22903
1.0,ISIC_0000152,1538997,2540133,95.43856048583984,33034.371028271205,23533.261508631473,16183.400050037528,277866693291.3653,141016237311.9951,66687636279.16517
1.0,ISIC_0000153,110315,8573,106.58574676513672,44635.173321190625,33426.71878445094,22848.998657911136,507256145319.9351,284485725177.6375,132925342443.8552
1.0,ISIC_0000154,1358352,1540110,72.55032348632812,43831.79994992488,23988.00075112669,18695.990110165247,491585691183.53906,147234379318.56256,89437337459.97063
1.0,ISIC_0000155,1152104,1682408,128.0664520263672,25368.520191203403,20375.32448707204,17925.627556879906,163674434906.20956,105584369991.77167,81722148613.65222
1.0,ISIC_0000156,2753643,3394835,133.11117553710938,41296.59872520743,26804.5229498273,19309.174589609374,437018640525.14154,184114812206.01746,95543451730.59038
1.0,ISIC_0000157,527230,579092,114.35262298583984,37747.50158641284,23067.68211086226,19239.213419186264,362448637553.96155,135356291111.8786,94155381278.76816
1.0,ISIC_0000159,1010712,1405944,115.5508041381836,35021.87136197556,17972.37276888833,18544.587669564487,311930932862.134,82147469565.85448,87461363651.57782
1.0,ISIC_0000160,491258,79432,158.86163330078125,49089.584868848906,26682.384933882506,18094.693756774333,611998021875.253,180809536120.90164,83152608031.89992
1.0,ISIC_0000161,1072114,1604838,130.9275360107422,34397.85798960455,18347.34779172619,14109.169640414602,301347876213.30365,85734230306.13063,50700480292.01952
1.0,ISIC_0000162,529108,1007710,116.82689666748047,53269.10645396326,35137.81673505388,32334.237488974955,723640009565.7681,314862996994.5288,266623075026.47723
1.0,ISIC_0000163,187948,421108,104.30374145507812,38138.78665440543,18741.58830967297,15663.891258118283,372090219825.23663,89852458745.16464,62764894256.24173
1.0,ISIC_0000164,613160,1017884,107.48265838623047,37862.12935353413,20636.57922375807,18418.97621778234,367052358686.02637,109042138303.57147,86865976596.09439
1.0,ISIC_0000165,2001156,2085342,73.6241455078125,32275.59492260062,11923.628359133127,10052.535356037151,266940978234.1877,36432681160.634,25895681783.541565
1.0,ISIC_0000166,2817534,2505384,110.96613311767578,42324.55101285728,25091.560447692165,23621.234714642495,458582891827.25586,161172089213.00522,142836857347.49567
1.0,ISIC_0000167,470981,818519,147.8386993408203,59213.68526488175,44536.692234451766,34192.87728986556,898451835695.8844,508261253387.74243,299586884506.3825
1.0,ISIC_0000169,511610,74226,101.47076416015625,43630.45848218596,19814.570821666508,18796.496379260403,485015509569.78876,100033573668.66551,90018204988.6632
1.0,ISIC_0000171,1398257,1592533,110.28223419189453,49057.8763326226,27117.831213828817,22483.213181541272,612657043253.9924,187202155589.18817,128682258025.78752
1.0,ISIC_0000172,126766,256388,123.31473541259766,37201.56442611016,16535.835031950173,12016.086103696513,351635614014.74335,69474374142.43456,36685920530.12785
1.0,ISIC_0000174,2538242,2402928,125.60264587402344,49480.87196705166,35323.22137165368,34034.757632733454,626348048346.0656,319199395535.8577,296337542848.0764
1.0,ISIC_0000176,1830367,1434721,81.6800765991211,44798.554886741644,28428.75653413591,25109.492555045144,511944192492.38385,206163056797.32953,160831693688.97174
0.0,ISIC_0000177,1259434,1596322,72.10072326660156,34033.990402443014,19718.171665394264,24339.647071654486,295952841383.52167,99341444645.73926,151364839902.97128
0.0,ISIC_0000179,1169137,1400107,120.87832641601562,55761.1746015564,27988.059741054134,25085.38702552078,790825766530.953,199233798486.07336,160051307385.54813
0.0,ISIC_0000181,2122092,3750434,106.30390930175781,46370.176319560545,27347.41318366372,26554.523405779797,546974231165.4483,190249127386.5803,179376944561.3307
0.0,ISIC_0000182,15350,262522,103.09835052490234,55241.12851306787,28403.925530344048,16770.925973322835,776680486334.8257,205340482219.90125,71587097830.8137
0.0,ISIC_0000184,243494,936086,145.74444580078125,55249.87074654809,33267.06826585537,26015.7318745612,777403627838.1182,281847255556.1282,172368216878.4096
0.0,ISIC_0000185,2063229,2923027,108.62057495117188,45217.83516483517,24995.686446886448,21258.365567765566,519448477731.0644,158727967569.8303,114810954868.45836
0.0,ISIC_0000186,759197,1092795,59.94175720214844,45635.97452054794,28145.73123287671,27478.703561643833,530967194633.19104,201966070426.54492,192506706671.33957
0.0,ISIC_0000188,903040,1686744,139.46446228027344,55560.8735650384,26901.986936901274,18332.373446282953,786224107141.5104,184322003325.35925,85594645344.85057
0.0,ISIC_0000189,343585,622617,115.00284576416016,49660.581869101516,22077.24932862733,18564.990869331697,626454631285.6469,123810271057.34277,87550164918.65718
0.0,ISIC_0000190,2023017,1917261,137.10861206054688,44188.09230731005,24799.897082939922,20296.095984694133,495943274826.50037,156214897776.44757,104628051807.5421
0.0,ISIC_0000191,1084153,1565485,90.84336853027344,41589.67470983507,16464.676771533294,13250.132406841783,443292376684.01825,69475076183.0459,44994917849.85509
0.0,ISIC_0000192,257801,518435,136.25079345703125,41532.35370484568,26181.868099055533,29951.73314725261,440477237952.78107,175046059209.69855,229083670273.02524
0.0,ISIC_0000193,562617,292895,88.91471862792969,39909.20174547194,23429.306354235163,27251.965329667048,405806566691.9525,139859591724.68036,189220693251.06537
0.0,ISIC_0000196,640217,690341,111.42720794677734,48996.24421221061,27199.562728136407,20111.927496374818,609789511967.1604,187922736108.08917,102745872002.15219
0.0,ISIC_0000197,436623,864373,113.86075592041016,47897.652888344564,26065.16457440294,20501.15054092672,583788139881.7397,172881622056.0375,106951204895.04288
0.0,ISIC_0000198,107254,9702,102.4708251953125,28633.24178463094,16963.865647118302,18673.440722952477,209282418983.69754,73458557726.53107,89010303094.64995
0.0,ISIC_0000199,529800,445032,97.09077453613281,28690.252368064954,14684.649751917006,11868.196346414074,209066933434.12256,54770370186.860886,35775612810.32759
0.0,ISIC_0000201,303450,479350,71.81403350830078,26969.277284826974,9733.784117125111,11134.422537710738,185321227623.01257,24141178978.384693,31588408557.992626
0.0,ISIC_0000202,1098837,569941,137.73965454101562,52731.01795749629,30593.946170574683,25104.847921107597,706410485756.1732,237791474626.5054,160118368779.76965
0.0,ISIC_0000203,170800,13420,162.09303283691406,52739.320500888396,26583.286995515693,18650.38891615196,705626374495.3164,179276733994.19135,88243690730.23326
0.0,ISIC_0000204,1112328,1127348,133.47857666015625,35818.73089405027,16336.840916321984,13582.940248170537,325927198784.36127,67801404330.70101,46869590801.11953
0.0,ISIC_0000205,451099,860937,136.91065979003906,53578.2952480866,31691.10579146897,28040.356071624425,729586764813.4133,255255241415.6386,199833140396.04874
0.0,ISIC_0000206,1062576,844050,78.50374603271484,47845.85562120976,29664.39317368994,21138.042139636138,584519097564.9426,224689169435.61688,114088519853.53871
0.0,ISIC_0000207,659051,982339,149.3546905517578,53111.31233540705,27053.396015419257,22915.226002824318,717302969208.3807,186111236877.53708,133529697467.58078
0.0,ISIC_0000208,2420076,3294846,137.92762756347656,54582.14754621504,30087.81415969547,22050.576189282212,756510640291.8301,229876994592.79926,123468173234.80075
