diagnose,image_name,symmetry_x,symmetry_y,diameter,mean_red,mean_green,mean_blue,variance_red,variance_green,variance_blue
0.0,ISIC_0000059,501448,596932,108.31266021728516,40681.63733474352,31896.2039132734,28661.368270756215,424779569141.346,261123179570.04834,210844251739.80838
0.0,ISIC_0000061,1005113,1049145,99.93257904052734,37203.426857034436,26619.60786452898,23370.720140404137,357345182052.3108,182947186697.7481,141015472849.31424
0.0,ISIC_0000062,430243,664651,62.098812103271484,29912.005122575923,20130.75320160995,16939.218624222463,235943232434.67526,106865393758.17026,75666569877.92934
0.0,ISIC_0000063,1929229,2279001,123.72810363769531,37871.03013717854,26446.85934813879,23770.999649159734,369234481024.11096,180068321634.43152,145473693087.12808
0.0,ISIC_0000064,2086501,2540495,101.35140991210938,32261.158941884485,18622.63284828887,16316.186517560405,268294469815.97614,89399494499.41693,68626298705.37769
0.0,ISIC_0000065,741703,294419,101.21398162841797,28498.41169549359,18745.404224026355,15564.437875044123,209837794660.34433,90788854741.39178,62590724637.39241
0.0,ISIC_0000066,463659,562943,125.57477569580078,33112.529749039386,24249.963946926033,21258.105037223824,281453465403.16766,150954159095.43652,116003991913.35687
0.0,ISIC_0000067,1847995,2497615,97.89985656738281,30213.44178989186,22145.81996248069,20092.978205694108,235383256667.72595,126461790575.37973,104103366507.10777
0.0,ISIC_0000068,1703352,1509266,95.56382751464844,36879.656610878665,23193.739623430964,15331.568368200838,350012779543.83044,138437128574.9342,60490308330.2064
0.0,ISIC_0000069,670589,483393,59.475101470947266,32592.37322962619,23452.8632458788,17724.258300441143,276263339540.672,143048519519.24585,81701217815.0265
0.0,ISIC_0000071,235274,104442,48.43903732299805,35733.68866498741,26074.321242653234,24017.14256926952,333751943802.76654,177702800826.8755,150768668071.0561
0.0,ISIC_0000072,921496,1198226,68.8568344116211,22765.728794915667,16718.49670007333,12140.99902224395,134617298972.01906,72599406204.5623,38286810588.60757
0.0,ISIC_0000073,723910,473480,96.95614624023438,19590.58441098317,21101.297962798937,28177.435385296725,98934264310.11285,114780984074.62021,204669904617.70547
1.0,ISIC_0000074,640587,568777,126.58495330810547,29120.607522518865,30018.495293353888,34547.497890124156,219092727358.69742,232811967192.49484,308362063847.17694
0.0,ISIC_0000075,41449,274031,128.95950317382812,41102.44069964821,27436.07692686167,20973.393466013924,433397883670.61145,193106073472.82617,112846982026.90428
1.0,ISIC_0000077,398466,635956,113.22713470458984,43578.6223814373,34936.363507419264,38278.42209775968,487257622287.7347,313160697472.35724,375941260560.9761
1.0,ISIC_0000078,195274,253476,64.43805694580078,37696.73039412158,28449.24515698063,23316.267334669337,370751054094.69934,211162523998.4919,141838545797.97906
0.0,ISIC_0000079,284776,209506,44.3436393737793,37404.35519399249,29766.134668335417,27464.088861076343,371650807527.11475,235361741694.17798,200364989358.45355
0.0,ISIC_0000080,250410,186226,72.23820495605469,29673.06281447817,16600.386057458203,7957.302710598929,228509780672.6482,71518375446.18744,16432952048.177591
0.0,ISIC_0000081,753302,892120,70.05900573730469,51145.553410721266,37892.0078257467,33009.429242206854,686093277681.1371,376584732944.68396,285787748589.01807
0.0,ISIC_0000082,204686,454038,102.71572875976562,35530.50605270779,20487.80729800174,12303.233362293659,325142829520.5579,108109475281.42938,38986395267.17763
0.0,ISIC_0000085,112707,66909,65.04137420654297,37493.175683536945,20456.061780104712,11641.309714950554,367041335423.183,109258608186.62007,35384837559.337715
0.0,ISIC_0000086,92686,67406,86.84688568115234,40778.38420750016,23433.390148853254,15171.236376413466,430355768858.5037,142114517693.08838,59567709685.17313
0.0,ISIC_0000087,1095418,1006932,111.97442626953125,46113.635029392295,27138.816560906293,21638.633394323977,545285779686.50226,188863393238.95526,120067643673.20929
0.0,ISIC_0000088,93826,343928,101.66744995117188,35236.58546571136,17718.722620266122,12418.618833162744,321466488588.4775,81285831844.43373,39929874911.93066
0.0,ISIC_0000089,268810,482450,86.05240631103516,34356.755391325416,17739.179064695905,11852.840683305065,307733433522.2079,82038713595.95383,36626683051.026665
0.0,ISIC_0000091,622418,850386,71.92540740966797,52102.49492988134,36751.15393743258,33854.98101402373,701778680748.4961,349160505168.86224,296297753174.3473
0.0,ISIC_0000092,603497,641851,48.3736457824707,43017.54988123516,25913.686460807603,23945.412114014252,481038165769.1266,174560826720.1214,149050357056.29068
0.0,ISIC_0000093,213611,151407,57.14246368408203,36346.41397629751,17440.61762702629,12446.706170821415,342715517182.2882,78910588579.31955,40190306576.245316
0.0,ISIC_0000094,382381,437133,42.93259811401367,48171.601228501226,30837.055773955773,22197.524815724813,606302727780.1364,248458190114.67566,128741000581.69829
0.0,ISIC_0000095,194184,153468,56.71870422363281,34803.70273843248,19235.793956562793,13419.872898961283,314812867797.25116,96166329102.81624,46805985385.03968
0.0,ISIC_0000096,1091852,1342978,87.64788055419922,55584.77076646902,34062.26736658869,30171.910787140292,793830294008.7657,298100956370.62305,233895671653.70145
0.0,ISIC_0000097,1000567,1232525,98.46963500976562,32763.6358882874,18747.990095964567,15833.797367125984,277693322547.6406,90926663037.801,64856289275.44167
0.0,ISIC_0000098,40192,3016,31.800256729125977,17211.725176169122,7988.162716207558,5977.884048686739,79037725812.6788,17024751713.635986,9534161187.9135
0.0,ISIC_0000099,528388,200900,105.81404113769531,44752.87930969516,30973.17427182637,25859.005275255284,512950520136.8412,245700095968.92648,171260771091.8758
0.0,ISIC_0000100,156627,84497,117.09835052490234,36344.16894656846,28384.48637904829,27198.00253322421,338885670299.41595,206702931668.25894,189783593413.56613
0.0,ISIC_0000101,275401,716567,116.81085205078125,34218.47189097104,27449.621225027102,24145.01502245625,301550752131.99506,194049326229.1454,150139356465.24057
0.0,ISIC_0000102,117753,86839,32.4230842590332,37517.82377049181,21397.252561475412,14338.54405737705,373675806513.0988,121544684008.59755,54579625975.75417
0.0,ISIC_0000103,1198649,1329021,101.15469360351562,38765.45923778278,19828.70823637127,13592.482928318012,385043430301.0269,100741925490.89728,47339129463.96375
0.0,ISIC_0000104,221019,480007,76.92852020263672,27226.917628508356,14836.173005361085,11144.679596341848,190421873712.99515,56541173806.236595,31904883780.026157
0.0,ISIC_0000105,391718,598954,54.79517364501953,33608.32481675393,21667.62157068063,13450.538848167538,299715908555.0885,124577378069.2191,48006160721.74059
0.0,ISIC_0000107,422833,533627,98.9409408569336,36529.358807297256,21594.11428790434,12031.739077111759,346371111578.42224,121040167343.13159,37576603382.30048
0.0,ISIC_0000108,1013093,1286003,70.09806823730469,36128.03138293603,18216.605024480294,11183.74965888113,337204654837.15326,85731666308.89397,32313395488.219276
0.0,ISIC_0000109,917047,655435,117.20931243896484,51386.018416828585,29871.857818704062,25243.13428233505,682499523629.5767,230641350346.85895,164702293008.80646
0.0,ISIC_0000110,621256,641600,54.644405364990234,45341.536948581066,31699.511660578817,25069.25920202304,531690486168.6209,259879358160.48804,162536099406.2432
0.0,ISIC_0000111,593824,523280,140.70191955566406,41722.44902955062,27834.43219344041,26132.93862563385,445114382137.00806,198106064696.57587,174626318544.89835
0.0,ISIC_0000112,1414074,1723942,75.39895629882812,47282.601341391506,33641.163841391506,25999.464180424526,575573395997.659,291366888905.3677,174031307720.90128
0.0,ISIC_0000113,103113,9227,71.64157104492188,43376.56240700942,29082.335840634812,31599.757893866754,484690678701.3585,217877875850.48065,257230214691.98962
0.0,ISIC_0000116,781096,532874,104.73684692382812,47496.37154822124,31584.19752881665,24217.909984244132,579004398813.7527,256035989516.42715,150534239056.1396
0.0,ISIC_0000118,131365,30811,55.56312561035156,42119.135690055344,22341.116407784324,16206.85770398143,461250961932.11224,129774340837.95596,68293240604.39989
0.0,ISIC_0000119,46870,245592,84.43498229980469,33198.012899805624,22122.62917476586,19245.700565470932,285803685013.78436,126916367714.91899,96053194709.04173
0.0,ISIC_0000120,542729,398103,117.40703582763672,42772.93075632651,27751.579255452045,21931.04772102652,469475022202.44763,197628917842.48813,123422435350.10025
0.0,ISIC_0000121,1319884,1466922,92.08837127685547,44680.268741851374,31269.18138852673,25490.616090830074,513170970125.43744,251341159652.3676,167028793305.5279
0.0,ISIC_0000122,1203683,1221057,103.92555236816406,47746.40062422935,31523.612207151666,24244.995414611592,584088157990.407,254606408007.5282,150605896497.62042
0.0,ISIC_0000123,1658846,1483904,76.72362518310547,35288.314550243434,16704.961209992816,13467.420783781627,320854586686.24725,71901570126.36801,46732239405.98217
0.0,ISIC_0000124,120199,150033,97.08969116210938,41062.315812554814,20649.966733492045,15566.085766194712,436348831885.93506,110353604025.75948,62705753292.054474
0.0,ISIC_0000125,129514,169378,18.03158187866211,36359.00671140939,18144.30067114094,15140.428187919462,361662611260.763,90065969185.0057,62712873722.193665
0.0,ISIC_0000126,18800,96228,89.55455017089844,34927.50784609371,22142.784274306137,16789.57011224661,313012324822.55646,125803093715.4634,72328030374.88422
0.0,ISIC_0000127,753875,1171747,125.89092254638672,45452.48513603418,35454.8340278021,38814.769179593124,529572637757.514,322226562817.0274,386193062935.80597
0.0,ISIC_0000128,268052,563834,65.77433776855469,35495.132964536206,19175.586585004447,9841.459745134842,325960459667.996,95131777036.73578,25058196713.648556
0.0,ISIC_0000129,2594,143784,64.39342498779297,24207.55376515635,12630.107370772177,8870.568123803447,152759591793.53113,41583679592.866585,20512266103.59839
0.0,ISIC_0000130,421648,640114,89.18346405029297,19942.390101222558,15532.812606809517,14231.71887734981,102367394542.40677,62102246349.51087,52134079888.10045
0.0,ISIC_0000131,1426561,2061555,86.07356262207031,41258.188989555085,21180.803797103123,25512.998730451844,437380365111.9336,115272164197.11314,167248592497.89172
0.0,ISIC_0000132,593832,641330,36.914825439453125,48829.27607875995,25017.741097612066,17272.677000418935,635844434035.1794,166911715063.03732,79562857000.3732
0.0,ISIC_0000133,1207934,1736254,66.49785614013672,41814.70428301491,23217.228532437537,15319.84579046819,451979032269.0767,139341878503.91824,60669568000.963875
0.0,ISIC_0000134,11757,155709,68.1910400390625,30265.920814851324,22278.26301954986,17670.384918679152,238280844312.2295,129105528511.85194,81222228765.51003
0.0,ISIC_0000135,332982,298264,59.266448974609375,32917.66839148433,23818.848018923716,19244.982702542875,284077183895.17975,148737448747.84058,97098855817.73181
0.0,ISIC_0000136,1021741,517317,122.80487823486328,36284.64078465817,26801.33274776753,24851.199882886838,336716052025.39014,183709626086.3283,157947929996.92303
0.0,ISIC_0000137,2069668,1716748,87.8091812133789,40863.185110786464,22027.64481373265,15933.067324080837,430118842721.22595,124985855442.03096,65391980330.17822
0.0,ISIC_0000138,100405,303355,69.71100616455078,24557.85434884814,17236.142830277386,16724.94226610249,155525743077.99564,76612990879.1423,72135903824.87701
1.0,ISIC_0000139,536842,793556,89.14043426513672,36580.03046765612,22151.820554466536,23122.21881825819,343970186597.48364,126139792323.53886,137433371033.4822
1.0,ISIC_0000140,821859,1107817,104.34687805175781,33295.963952685204,25101.28397513383,26647.5745553445,284498575992.9516,161692267428.5167,182227019422.61664
1.0,ISIC_0000141,287179,94719,79.51136779785156,31395.10928441637,20144.872890888637,16368.67872285195,254371194383.30157,104730602748.40929,69146782562.20045
1.0,ISIC_0000142,88898,171404,100.26627349853516,34596.56600721662,23470.084525735143,20266.21624984447,306625810793.9495,141114646803.3179,105217538287.78624
1.0,ISIC_0000143,1904343,1654041,89.3851547241211,41256.63623110151,31035.62624190065,23931.20172786177,437925288339.045,247818640505.03052,147347469135.50665
1.0,ISIC_0000145,623611,986547,101.77681732177734,39978.37878862793,16570.59718170581,8679.508331273177,411015896439.0183,70613143246.03743,19373210510.857677
1.0,ISIC_0000146,459068,525382,105.6788558959961,42512.61549381464,21679.974487933483,24316.547434597447,462878994228.8416,120379110118.74713,151438695804.64133
1.0,ISIC_0000147,356671,686637,118.6568832397461,44036.48351242341,28858.650851319315,30299.067151082236,495791666574.4326,212924812291.65582,234710624743.08417
1.0,ISIC_0000148,294978,937082,82.73123168945312,24800.41519701703,15830.588632470019,17227.037891766602,159435089530.81357,64962164072.953415,76928603565.67456
1.0,ISIC_0000149,2851709,3554551,117.6517333984375,49694.97078573298,33878.759338391326,27143.707595709428,631137669999.4055,293328696761.08203,188294948839.51392
1.0,ISIC_0000150,559142,190324,99.41079711914062,41871.5757210982,26295.919857400808,18760.2590860688,450222125921.6451,177568433112.31616,90379010174.89111
1.0,ISIC_0000151,224842,417536,62.128997802734375,32578.631453652728,20215.350989436094,12338.740961166493,275623227620.55035,106124039042.61803,39536134926.206
1.0,ISIC_0000152,1392371,2342915,89.10100555419922,32929.61195414486,23061.931283546484,15490.046318998078,280411776657.45325,137535481052.63434,62048249428.84876
1.0,ISIC_0000153,181483,128391,97.18291473388672,44832.06763389245,33138.69807453751,22127.14831993959,519434064582.7707,283807505714.1375,126533149079.88551
1.0,ISIC_0000154,1000010,1289656,61.77846908569336,43283.65224550898,22431.68233532934,16489.429191616768,488122511570.2876,131100731377.10477,70842403210.25392
1.0,ISIC_0000155,1051917,1602801,123.2599868774414,25571.444968013733,20567.46250585115,18111.673552816355,167348228599.7004,108260996247.49748,83951458033.88152
1.0,ISIC_0000156,447462,805954,125.00609588623047,35980.88706678743,20776.12747294656,13984.385231443961,332632263712.95074,110904965289.67755,50246945592.40706
1.0,ISIC_0000157,689877,710999,110.33402252197266,38916.69296461977,24052.509195246486,20251.471826849218,389813366824.96497,148903923191.15207,105559813755.89217
1.0,ISIC_0000159,848779,1293197,115.97638702392578,37033.43123248747,20137.933225462726,20586.08295512846,352088512802.53455,104111090650.49782,108796131479.1203
1.0,ISIC_0000160,779019,210199,153.68373107910156,49599.855962521295,27156.815204429302,18593.767227427597,628051689019.316,188275135860.85373,88261526334.50056
1.0,ISIC_0000161,1254811,1756553,124.35735321044922,34634.467614194495,18481.89532170923,14230.010774803535,307865619359.85345,87667675133.17993,51970685679.41089
1.0,ISIC_0000162,533547,937573,112.37892150878906,53882.06838507962,36077.097324220165,33662.12251872318,744527164688.0215,333776337234.60693,290586737990.08795
1.0,ISIC_0000163,2109,368325,100.18975067138672,40981.90376376989,21579.78432272542,18479.470879232966,432323805229.99994,119872991851.76881,87903580574.52496
1.0,ISIC_0000164,880574,1080318,90.22100830078125,36725.63506571486,19357.14397224631,17623.785042364398,349121189864.89435,96988687533.25342,80396433444.0535
1.0,ISIC_0000165,1979258,1979258,67.95597076416016,31360.812934259753,10485.979422768572,8676.338588989844,258139511958.18796,28860618006.314117,19758896592.45048
1.0,ISIC_0000166,97120,42808,121.90682220458984,47485.314223221714,31599.1323434275,30929.297033363113,579072151831.1533,256427930031.0202,245671866096.74872
1.0,ISIC_0000167,1867134,3488704,106.496337890625,57123.31883569341,40185.84052596089,30344.511856596986,841566839975.0028,416493727301.86786,237477959046.1692
1.0,ISIC_0000169,761879,329297,96.86924743652344,42809.228598909904,19104.71262156674,18108.68264400983,473671391247.49963,94337353399.71445,84757177388.60252
1.0,ISIC_0000171,1305665,1544843,112.5218734741211,49998.63988868954,28494.888726154295,24195.41459485189,642265374845.1866,208609031664.48236,150406420959.03278
1.0,ISIC_0000172,129974,550086,118.59605407714844,36838.956744523675,15845.275331995388,11304.658525129169,350228498708.1164,64794504137.56007,32980274524.13474
1.0,ISIC_0000174,614590,591920,85.68783569335938,44908.164246105094,30041.354304198572,30552.229271190918,520168984245.8498,232773359252.09305,240757643279.4817
1.0,ISIC_0000176,1696769,1336093,79.69953155517578,44903.97069564443,27672.149104836553,23733.094415248954,523588772797.7928,198841524658.7561,146261703032.95953
0.0,ISIC_0000177,1041052,1248716,57.59874725341797,32624.3995118975,18636.05784014643,23554.173398413666,276218888886.7075,90131544277.51677,143980516084.38907
0.0,ISIC_0000179,1408890,1552452,112.67257690429688,56072.98889380858,27598.918603793078,24480.860785181907,811730879636.2672,196647852377.85483,154724322981.89386
0.0,ISIC_0000181,2224398,3707360,96.94467163085938,44277.21346127103,24694.3061465721,24360.181824502848,505285340421.905,157170281637.25067,152945663509.68643
0.0,ISIC_0000182,4847,266565,89.1712875366211,54681.39393427864,26754.919536349313,14127.092842673868,769021870432.794,184105707229.60266,51329646874.93277
0.0,ISIC_0000184,48495,513043,104.16809844970703,50575.93008739076,25960.235073804804,18871.592751707427,655674212168.3715,172750059486.62613,91288946543.71056
0.0,ISIC_0000185,1938415,2709753,102.59274291992188,44639.80436323971,23835.06893918735,19906.28639214617,514058279120.4254,146555064959.57874,102223004872.17862
0.0,ISIC_0000186,752879,1139707,55.542877197265625,46292.829216354345,28445.517035775127,27747.288046564452,557045879891.9893,210325279095.28226,200126652192.61575
0.0,ISIC_0000188,777197,1498325,138.29635620117188,55796.21083901633,27030.91733829304,18473.623760074395,795559218874.2911,186717448523.26804,87210394223.49196
0.0,ISIC_0000189,580265,876749,117.78936004638672,50678.37171149867,22991.067211055277,19592.92240614839,658351635917.3632,135497611258.40265,98403957992.38126
0.0,ISIC_0000190,2235960,2231424,135.35472106933594,44452.262365051465,24941.626085864926,20395.418553853877,505523668023.621,159149203625.65848,106419352558.31812
0.0,ISIC_0000191,1051842,1093372,59.4349365234375,35162.73754417968,9971.49697867974,7583.735605974233,320239951326.79407,25753520904.33951,14896430075.693022
0.0,ISIC_0000192,697827,666161,126.52776336669922,42843.51527197849,27375.46639592747,31077.963107018244,469857923364.9292,191831556169.73398,247230080973.4744
0.0,ISIC_0000193,1073161,710647,95.12030792236328,43916.839030849966,27326.179067144047,30315.003972730392,495376001727.33923,191792311138.82324,236041368029.19324
0.0,ISIC_0000196,736711,996637,112.11399841308594,50740.85510531784,28951.578398035326,22081.34263719656,664996768050.4594,216495812146.45312,125938160898.52191
0.0,ISIC_0000197,248689,547419,110.8265380859375,48539.23884033701,26269.539431681405,20532.42048249516,609638645228.9185,178563428956.00488,109086034164.3329
0.0,ISIC_0000198,417253,677897,76.7123031616211,24410.460895152548,13340.05815394146,16173.709075422023,153997046865.8017,45991364007.458244,67605135597.93767
0.0,ISIC_0000199,481142,367648,89.8471908569336,26204.12483018868,12544.641408805031,10204.36789937107,176763489733.3208,40510850138.45262,26805622386.444893
0.0,ISIC_0000201,276342,415418,67.00102233886719,27537.066373665803,10081.335814871289,11516.956946811373,196170263944.31393,26293130512.417606,34314608714.36356
0.0,ISIC_0000202,742840,508008,138.62890625,54252.76607551273,32967.564826965616,28294.668460125227,750088947514.2063,276976709324.8424,204023170409.98352
0.0,ISIC_0000203,4141,325439,162.98130798339844,53123.748380481135,27449.957908786095,19605.404619290992,716239955896.4452,191234125141.59958,97551735198.8644
0.0,ISIC_0000204,1146602,1066460,131.38694763183594,37880.324043992725,18944.084617448065,16397.054066942863,367724433061.3474,91969784969.22566,68901865637.49309
0.0,ISIC_0000205,737012,1345250,134.03660583496094,54660.81770671863,33812.93772974888,30489.667855086584,763017988506.5964,291977355546.4674,237404733370.38803
0.0,ISIC_0000206,966525,884015,74.39434814453125,46832.58990006191,27810.60820730521,18878.702573626957,570758216005.1288,201269493195.98373,92747548633.1259
0.0,ISIC_0000207,786241,1247027,151.8208770751953,53669.842046382786,27875.107575380902,23959.943424370496,734493734957.437,198134933518.8537,146386194606.4171
0.0,ISIC_0000208,2850785,3698745,149.99093627929688,55399.57932692307,31274.640551839464,23495.38131270903,782137225932.3212,249261454851.0432,140681296640.36237
